Mean_Acc5_Mean_Mem20_MFCC0_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0,Mean_Acc5_Mean_Mem20_MFCC1_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0,Mean_Acc5_Mean_Mem20_MFCC2_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0,Mean_Acc5_Mean_Mem20_MFCC3_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0,Mean_Acc5_Mean_Mem20_MFCC4_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0,Mean_Acc5_Mean_Mem20_MFCC5_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0,Mean_Acc5_Mean_Mem20_MFCC6_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0,Mean_Acc5_Mean_Mem20_MFCC7_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0,Mean_Acc5_Mean_Mem20_MFCC8_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0,Mean_Acc5_Mean_Mem20_MFCC9_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0,Mean_Acc5_Mean_Mem20_MFCC10_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0,Mean_Acc5_Mean_Mem20_MFCC11_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0,Mean_Acc5_Mean_Mem20_MFCC12_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0,Mean_Acc5_Std_Mem20_MFCC0_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0,Mean_Acc5_Std_Mem20_MFCC1_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0,Mean_Acc5_Std_Mem20_MFCC2_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0,Mean_Acc5_Std_Mem20_MFCC3_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0,Mean_Acc5_Std_Mem20_MFCC4_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0,Mean_Acc5_Std_Mem20_MFCC5_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0,Mean_Acc5_Std_Mem20_MFCC6_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0,Mean_Acc5_Std_Mem20_MFCC7_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0,Mean_Acc5_Std_Mem20_MFCC8_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0,Mean_Acc5_Std_Mem20_MFCC9_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0,Mean_Acc5_Std_Mem20_MFCC10_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0,Mean_Acc5_Std_Mem20_MFCC11_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0,Mean_Acc5_Std_Mem20_MFCC12_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0,Std_Acc5_Mean_Mem20_MFCC0_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0,Std_Acc5_Mean_Mem20_MFCC1_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0,Std_Acc5_Mean_Mem20_MFCC2_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0,Std_Acc5_Mean_Mem20_MFCC3_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0,Std_Acc5_Mean_Mem20_MFCC4_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0,Std_Acc5_Mean_Mem20_MFCC5_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0,Std_Acc5_Mean_Mem20_MFCC6_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0,Std_Acc5_Mean_Mem20_MFCC7_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0,Std_Acc5_Mean_Mem20_MFCC8_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0,Std_Acc5_Mean_Mem20_MFCC9_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0,Std_Acc5_Mean_Mem20_MFCC10_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0,Std_Acc5_Mean_Mem20_MFCC11_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0,Std_Acc5_Mean_Mem20_MFCC12_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0,Std_Acc5_Std_Mem20_MFCC0_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0,Std_Acc5_Std_Mem20_MFCC1_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0,Std_Acc5_Std_Mem20_MFCC2_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0,Std_Acc5_Std_Mem20_MFCC3_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0,Std_Acc5_Std_Mem20_MFCC4_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0,Std_Acc5_Std_Mem20_MFCC5_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0,Std_Acc5_Std_Mem20_MFCC6_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0,Std_Acc5_Std_Mem20_MFCC7_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0,Std_Acc5_Std_Mem20_MFCC8_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0,Std_Acc5_Std_Mem20_MFCC9_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0,Std_Acc5_Std_Mem20_MFCC10_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0,Std_Acc5_Std_Mem20_MFCC11_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0,Std_Acc5_Std_Mem20_MFCC12_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0
-49.392058,1.855588,-0.534364,0.298804,-0.601464,0.130354,0.046147,-0.115959,0.401272,-0.508728,-0.544129,-0.620603,-0.791438,3.442747,1.113576,0.964854,0.766544,0.751041,0.582218,0.600526,0.663868,0.610141,0.597342,0.604794,0.665448,0.824538,3.894394,1.332816,0.861782,0.609006,0.56127,0.488628,0.468514,0.615821,0.77636,0.639579,0.686578,0.55066,0.966458,1.68202,0.456632,0.388617,0.256572,0.269887,0.183403,0.173014,0.202961,0.188383,0.163721,0.204843,0.216512,0.305788
-55.429377,5.602476,0.086701,1.110174,1.089998,0.49689,0.158712,0.171124,0.144917,0.336964,0.17599,0.09597,0.194844,4.017244,1.484434,1.40138,0.942392,0.802152,0.734161,0.634401,0.657973,0.643416,0.58893,0.557442,0.571453,0.542603,3.204846,1.014973,0.939044,0.640448,0.492037,0.510022,0.459581,0.403083,0.460661,0.31937,0.305483,0.343577,0.341849,1.110823,0.421284,0.431288,0.266122,0.219665,0.232885,0.150769,0.159275,0.176337,0.164526,0.157887,0.188313,0.156162
-50.369283,4.50281,2.531073,0.949847,1.007353,0.813433,0.499925,0.29027,0.091323,0.243466,0.080298,0.180863,0.2355,3.724972,1.448855,1.298537,0.902985,0.714389,0.651576,0.55825,0.521686,0.499267,0.464081,0.432308,0.417055,0.398033,1.889616,0.998486,0.844152,0.458862,0.395145,0.372748,0.271496,0.263088,0.212582,0.207247,0.180512,0.195251,0.182572,1.095211,0.344407,0.372603,0.288302,0.194521,0.151625,0.147596,0.149238,0.143512,0.106722,0.084064,0.086323,0.084654
-48.459206,3.260791,0.225663,0.795857,0.514925,0.143958,0.036811,-0.061354,-0.110151,0.200356,0.091752,0.014071,0.149587,2.266525,1.019872,0.758653,0.675953,0.542158,0.520106,0.535811,0.499435,0.471438,0.459568,0.426941,0.409068,0.412862,1.343269,0.757267,0.469797,0.86023,0.464657,0.352551,0.350595,0.354051,0.386403,0.323692,0.322944,0.23006,0.398236,0.802827,0.356931,0.178431,0.18487,0.12081,0.113894,0.132975,0.117141,0.11968,0.106585,0.109119,0.082326,0.087235
-50.21252,6.340424,0.607702,1.017419,0.01052,0.005146,0.934846,-0.190213,0.074113,0.255731,-0.313776,0.035072,-0.000104,2.135372,1.233984,0.961624,0.796716,0.734074,0.646944,0.572334,0.606477,0.57121,0.523497,0.588568,0.468115,0.45917,2.175921,1.138732,0.802498,0.589819,0.633256,0.53643,0.531863,0.387473,0.404952,0.323212,0.614153,0.290371,0.262243,0.846948,0.677873,0.506682,0.256696,0.215849,0.179046,0.126662,0.174363,0.169006,0.13746,0.156685,0.108027,0.109959
-53.351672,4.070709,-0.741996,0.957973,0.384428,0.537727,0.07386,0.069662,-0.023926,-0.194385,0.008261,0.062181,-0.126262,1.281544,0.578849,0.694118,0.460635,0.383024,0.36429,0.348209,0.387545,0.399947,0.412485,0.414357,0.391669,0.433244,1.404402,0.639609,0.646174,0.342489,0.322264,0.209554,0.293795,0.360991,0.356955,0.345902,0.307451,0.376113,0.467465,0.548579,0.177666,0.262026,0.123508,0.095206,0.091464,0.089431,0.085038,0.115956,0.126483,0.109866,0.116293,0.181102
-49.70068,4.042021,0.220801,1.479499,-0.437002,0.505862,0.400592,0.195214,0.083761,0.113513,0.262253,-0.018648,0.069982,2.365814,0.995649,0.87031,0.745624,0.577172,0.517386,0.496421,0.490389,0.461623,0.439154,0.41243,0.409482,0.403678,2.000571,0.743128,0.835357,0.961294,0.584537,0.404534,0.382513,0.399333,0.370083,0.259623,0.24063,0.303233,0.230095,0.734341,0.271425,0.323129,0.273884,0.183201,0.145287,0.134856,0.129186,0.119903,0.119203,0.092978,0.102781,0.09745
-58.066842,7.396115,-1.003514,1.379193,-0.173086,0.151423,-0.432132,0.046954,0.026053,-0.15848,-0.064927,-0.096993,-0.146612,1.892681,0.951961,0.615831,0.511492,0.474957,0.479482,0.477626,0.463899,0.51523,0.47558,0.49627,0.511702,0.416662,3.996737,1.675572,0.7668,0.470173,0.37553,0.410554,0.483341,0.502155,0.59779,0.62399,0.662354,0.703963,0.423206,1.1467,0.364553,0.172151,0.10877,0.098411,0.112202,0.112899,0.095867,0.11493,0.149453,0.190346,0.170524,0.144368
-48.211931,4.551131,-0.237297,1.284031,0.212147,1.067352,-0.171015,0.682312,0.108748,-0.024638,0.019132,-0.068562,0.148217,2.583695,1.289929,0.990448,0.750276,0.736832,0.604286,0.523641,0.483971,0.483118,0.456395,0.476643,0.466987,0.439335,2.259746,1.260905,1.086565,0.698047,0.728088,0.385233,0.372229,0.3605,0.352514,0.303287,0.397299,0.343605,0.35062,0.886879,0.499356,0.382794,0.245009,0.264292,0.206287,0.135683,0.117071,0.1263,0.114964,0.109798,0.142381,0.126795
-53.577313,2.667451,1.02539,2.146214,0.525013,0.659682,0.443634,0.237757,-0.021312,-0.402567,0.395028,0.040965,-0.080832,2.343921,1.237199,0.882479,0.77181,0.587849,0.54301,0.530818,0.546899,0.500384,0.506386,0.455308,0.502798,0.42361,2.220644,0.835439,0.524453,0.862689,0.530353,0.559884,0.407034,0.364968,0.444369,0.333426,0.414151,0.361156,0.298112,0.889007,0.502244,0.352219,0.305195,0.235523,0.162887,0.134176,0.165804,0.128755,0.148998,0.122934,0.158077,0.120686
-51.796405,6.220338,-1.116116,1.485639,0.485115,0.360339,0.143325,-0.319676,-0.023961,0.053315,0.036727,0.22189,-0.084472,1.747353,1.05316,0.792929,0.660398,0.509499,0.475204,0.417324,0.408416,0.386488,0.413762,0.377592,0.362755,0.364276,3.565815,1.173356,0.935747,0.99931,0.700324,0.667191,0.519774,0.440974,0.434463,0.408526,0.404511,0.335149,0.350491,0.928861,0.511821,0.397038,0.323637,0.209051,0.187075,0.14436,0.122817,0.107626,0.14421,0.122445,0.09522,0.117132
-47.939031,3.477645,0.559141,0.928282,0.577096,0.062513,0.247232,-0.402873,0.416276,0.217678,-0.112921,0.070472,0.014487,2.001891,0.884146,0.714287,0.70729,0.560364,0.519584,0.493113,0.559174,0.481828,0.482272,0.452994,0.437506,0.400159,1.265696,0.627021,0.339636,0.567188,0.426047,0.390815,0.310981,0.390523,0.312506,0.346225,0.245145,0.241059,0.193116,0.600333,0.287413,0.196451,0.266446,0.169447,0.123012,0.107505,0.138272,0.107609,0.118624,0.115574,0.103526,0.083999
-49.917977,3.719117,2.685541,1.796872,0.919097,0.475969,0.13378,0.201307,0.100208,0.26008,0.1955,0.406171,0.239707,3.693788,1.535249,1.021683,0.924342,0.645869,0.634877,0.631977,0.565147,0.536928,0.496968,0.459211,0.430889,0.425378,3.894831,0.892983,0.650386,0.587646,0.381427,0.355581,0.308499,0.310528,0.277635,0.273545,0.20506,0.189078,0.182847,2.007277,0.544227,0.338334,0.312134,0.185616,0.190309,0.173561,0.15563,0.135628,0.118692,0.118681,0.082279,0.088255
-62.310655,7.050603,0.972683,1.605306,0.482965,0.323103,0.094495,-0.247156,-0.269708,0.085098,0.041721,0.273813,0.156266,2.410093,1.279591,0.850344,0.552883,0.440565,0.390692,0.413262,0.417205,0.419239,0.447852,0.436379,0.424761,0.411744,3.097985,0.961092,1.126008,0.549177,0.431528,0.442166,0.645298,0.554276,0.51938,0.777845,0.8576,0.623244,0.590033,1.422045,0.4515,0.371557,0.144469,0.127953,0.116547,0.131783,0.149008,0.150757,0.189153,0.172168,0.173265,0.1793
-46.492715,2.979311,0.24801,1.045007,-0.077643,0.641894,-0.035958,0.3668,0.389342,-0.019402,0.019018,0.127929,-0.093409,3.029344,1.485677,1.207443,0.96827,0.830105,0.643833,0.595501,0.564982,0.515781,0.521657,0.503849,0.512503,0.492054,1.590958,0.887623,0.799743,0.605358,0.477246,0.350715,0.296687,0.286299,0.285478,0.24082,0.327703,0.295874,0.310022,1.021614,0.461775,0.33838,0.332149,0.286345,0.1464,0.153862,0.135279,0.13425,0.137586,0.140639,0.146509,0.146143
-47.011024,3.362574,-0.510773,2.080085,0.569691,0.504931,0.193573,0.16527,0.128876,0.513829,0.300329,-0.09839,0.069462,2.021752,0.877012,0.780926,0.777354,0.602677,0.580127,0.506226,0.441251,0.460616,0.432194,0.432633,0.40537,0.411898,1.421429,0.818118,0.702199,0.8046,0.611906,0.564372,0.338057,0.300718,0.353308,0.246777,0.231417,0.239383,0.273733,0.559427,0.234188,0.278014,0.299275,0.151325,0.187734,0.116433,0.104549,0.119015,0.098635,0.095882,0.095353,0.100262
-56.084478,6.365938,0.578596,2.385015,0.256612,0.934903,-0.301126,-0.542885,0.287287,0.022512,0.093136,0.35656,0.452566,3.42207,1.152706,0.898024,0.762898,0.620147,0.579945,0.588615,0.521585,0.542914,0.515742,0.53357,0.551184,0.568744,3.860427,1.421474,1.406219,1.285011,0.838368,0.559341,0.772362,0.501607,0.438902,0.409404,0.453979,0.441237,0.48086,1.341751,0.457753,0.405745,0.27688,0.181909,0.164183,0.169095,0.13507,0.164294,0.169188,0.121354,0.166575,0.218178
